[sim]
timestamp,temperature,humidity,irradiance,wind_speed
2026-01-20 16:00:00,28.5,65.2,450,5.8
2026-01-21 12:09:43,24.95,57.13,728.96,2.94
2026-01-27 19:48:24,28.52,66.62,367.37,1.55
2026-01-27 19:53:24,27.02,50.35,219.93,7.16
2026-01-27 19:54:09,27.84,46.43,646.12,4.42
2026-01-27 19:54:10,20.55,51.82,641.32,8.21
2026-01-27 19:58:24,26.75,48.54,266.9,1.54
2026-01-27 20:03:24,28.09,44.19,362.63,3.03
2026-01-27 20:08:24,25.39,45.88,488.55,4.46
2026-01-27 23:16:26,21.56,40.41,369.14,1.66
2026-01-28 11:22:29,25.63,67.65,695.47,4.12
2026-01-28 11:27:29,21.12,61.45,794.05,4.39
2026-01-28 11:32:29,20.31,51.16,607.79,3.09
2026-01-28 11:37:29,21.22,54.06,205.11,9.26
2026-01-28 11:42:29,29.69,64.17,799.1,8.07
2026-01-28 11:47:29,29.04,48.99,682.63,5.49
2026-01-28 11:52:29,29.44,66.5,322.4,1.29
2026-01-28 11:57:29,27.96,59.92,418.92,3.95
2026-01-28 12:02:29,27.7,60.35,589.97,2.98
2026-01-28 12:07:29,22.1,48.55,276.26,9.56
2026-01-28 12:12:29,21.93,59.53,496.23,0.49
2026-01-28 12:17:29,23.15,49.11,748.14,7.42
2026-01-28 12:22:29,25.21,56.48,713.49,3.79
2026-01-28 12:27:29,22.34,69.62,474.24,3.26
2026-01-28 12:32:28,24.12,44.94,570.79,2.25
2026-01-28 12:37:28,28.77,58.31,402.06,0.2
2026-01-28 12:42:28,26.59,41.83,643.78,0.64
2026-01-28 12:47:28,25.45,41.66,371.91,5.46
2026-01-28 12:52:28,24.02,63.27,599.31,2.44
2026-01-28 12:57:28,29.81,40.97,602.05,5.57
2026-01-28 13:02:28,20.33,56.12,241.27,9.57
2026-01-28 13:07:28,29.09,43.94,367.47,8.8
2026-01-28 13:12:28,26.1,42.86,657.43,4.72
2026-01-28 13:17:28,25.45,65.71,222.66,9.02
2026-01-28 13:22:28,23.86,51.99,399.16,4.05
2026-01-28 13:27:28,20.92,42.04,648.97,0.16
2026-01-28 13:32:28,28.14,52.53,551.8,9.66
2026-01-28 13:37:28,20.45,44.67,265.89,5.76
2026-01-28 13:42:28,23.29,56.13,302.89,5.49
2026-01-28 13:47:28,28.24,59.59,214.49,7.24
2026-01-28 13:52:28,25.74,50.75,729.71,2.9

[api]
timestamp,temperature,humidity,irradiance,wind_speed
2026-01-19 18:53:17,31.0,54.12,655.98,11.03
2026-01-19 18:53:22,33.38,45.24,792.97,11.05
2026-01-19 18:53:27,27.23,70.05,1178.17,12.15
2026-01-19 18:53:32,33.3,65.58,529.96,11.36
2026-01-19 18:53:37,39.02,67.8,1046.03,8.26
2026-01-19 18:53:42,34.1,87.06,658.98,1.24
2026-01-19 18:53:47,33.05,87.88,516.54,2.7
2026-01-19 18:53:52,26.0,51.83,767.1,11.26
2026-01-19 18:53:57,31.47,42.37,1048.04,6.72
2026-01-19 18:54:02,32.3,81.03,666.93,14.78
2026-01-19 20:32:29,28.5,65.2,450.0,5.8
2026-01-19 20:59:02,28.5,65.2,450.0,5.8
2026-01-20 16:00:00,28.5,65.2,450.0,5.8
2026-01-20 16:05:00,29.1,66.0,460.0,6.0
2026-01-21 12:09:43,24.95,57.13,728.96,2.94
2026-01-28 18:27:37,27.43,55.36,451.95,1.39
2026-01-28 18:42:56,24.55,62.53,550.08,4.7
2026-01-28 18:42:58,26.73,66.0,0.0,3.6
2026-01-28 18:42:59,26.73,66.0,0.0,3.6
2026-01-28 18:43:00,26.73,66.0,0.0,3.6
2026-01-28 18:43:01,26.73,66.0,0.0,3.6
2026-01-28 18:43:02,26.73,66.0,0.0,3.6
2026-01-28 18:43:03,26.73,66.0,0.0,3.6
2026-01-28 18:43:04,26.73,66.0,0.0,3.6
2026-01-28 18:43:05,26.73,66.0,0.0,3.6
2026-01-28 18:43:06,26.73,66.0,0.0,3.6
2026-01-28 19:08:29,27.19,61.0,316.55,1.65
2026-01-28 19:08:30,26.33,68.0,0.0,3.6
2026-01-28 19:08:31,26.33,68.0,0.0,3.6
2026-01-28 19:08:32,26.33,68.0,0.0,3.6
2026-01-28 19:08:33,26.33,68.0,0.0,3.6
2026-01-28 19:08:34,26.33,68.0,0.0,3.6
2026-01-28 19:08:35,26.33,68.0,0.0,3.6
2026-01-28 19:08:36,26.33,68.0,0.0,3.6
2026-01-28 19:08:38,26.33,68.0,0.0,3.6
2026-01-28 19:08:39,26.33,68.0,0.0,3.6
2026-01-28 19:08:40,26.33,68.0,0.0,3.6
